Número da contratação;Status da contratação;Situação da Execução;Título da contratação;Categoria da contratação;UASG Atual;Data estimada para o início do processo de contratação;Data estimada para a conclusão do processo de contratação;Prazo estimado de duração do processo de contratação (dias);Área requisitante;Nº DFD;Prioridade;Nº do Item no DFD;Data da conclusão da Contratação no DFD;Classificação da Contratação;Código Classe/Grupo;Nome Classe/Grupo;Código PDM material;Nome do PDM material;Código material/serviço;Descrição material/serviço;Unidade Fornecimento;Valor Unitário;Quantidade;Valor Total
"90185/2023";Aprovada;;"SERVIÇO - SAPS.DGCI.CGACI - Guia para Gestores do SUS: Práticas Integrativas e Complementares ";SERVICOS;250110;03/11/2023;01/05/2024;180;"SAPS.DGCI";"351/2023";"Médio";1;01/05/2024;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;"";"";10138;"EDITORAÇÃO";"UN";50,0000;10.000,00000;500.000,0000
"90184/2023";Aprovada;;"SERVIÇO - SAPS.DGCI.CGACI - Panfleto de divulgação da Política Nacional de Práticas Integrativas ";SERVICOS;250110;06/07/2023;02/01/2024;180;"SAPS.DGCI";"353/2023";"Médio";1;01/01/2024;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;"";"";10138;"EDITORAÇÃO";"UN";10,0000;50.000,00000;500.000,0000
"90180/2023";Aprovada;;"SERVIÇO - SAPS.DGCI.CDTAP - Fluxograma para classificação de risco de dengue (card em material)";SERVICOS;250110;21/07/2023;17/01/2024;180;"SAPS.DGCI.CDTAP";"370/2023";"Médio";1;17/01/2024;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;"";"";10138;"EDITORAÇÃO";"UN";6,0000;300.000,00000;1.800.000,0000
"90175/2023";Aprovada;;"SERVIÇO - CGCON.DIFMEX - PRESTACAO DE SERVICO DE LIMPEZA E CONSERVACAO - OUTRAS NECESSIDADES";SERVICOS;250110;03/05/2024;01/11/2024;182;"SAA.CGCON.DIFMEX";"214/2023";"Baixo";1;01/11/2024;Serviço;853;SERVIÇOS DE LIMPEZA;"";"";24023;"PRESTAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO - OUTRAS      NECESSIDADES";"M2";853.861,0800;12,00000;10.246.332,9600
"90174/2023";Aprovada;;"SERVIÇO - CGCON.DIFMEX - SERVICOS DE PREVENCAO COMBATE INCENDIO BRIGADISTA";SERVICOS;250110;03/11/2023;01/05/2024;180;"SAA.CGCON.DIFMEX";"210/2023";"Baixo";1;01/05/2024;Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;"";"";25550;"SERVIÇOS DE PREVENÇÃO COMBATE INCÊNDIO / BRIGADISTA";"UN";409.995,7000;12,00000;4.919.948,4000
"90157/2023";Aprovada;;"SERVIÇO - CGCON.DIFSEP - Prestação de serviço de Transporte de Pessoas (TAXIGOV)";SERVICOS;250110;08/12/2023;05/06/2024;180;"SAA.CGCON.DIFSEP";"166/2023";"Baixo";1;05/06/2024;Serviço;643;SERVIÇOS DE TRANSPORTE RODOVIÁRIO;"";"";24198;"PRESTAÇÃO DE SERVIÇO DE TRANSPORTE PARA SERVIDOR - OUTRAS   NECESSIDADES";"OUTRAS";41.666,6600;12,00000;499.999,9200
"90151/2023";Aprovada;;"SERVIÇO - DATASUS - Sistema de Logística Integrada";CONTRATACOES_TIC;250110;12/04/2024;10/10/2024;181;"SE.DLOG";"518/2023";"Alto";1;10/10/2024;Serviço;164;SERVIÇOS DE INTEGRAÇÃO DE SISTEMAS EM TECNOLOGIA DA INFORMA-ÇÃO E COMUNICAÇÃO (TIC);"";"";27081;"SERVIÇOS DE INTEGRAÇÃO DE  SISTEMAS EM TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO (TIC)";"UN";18.000.000,0000;1,00000;18.000.000,0000
"90148/2023";Aprovada;;"SERVIÇO - DATASUS - 25000.181741/2021-46. Auditoria e Monitoramento de Dados.";CONTRATACOES_TIC;250110;25/03/2024;20/09/2024;179;"SEIDIGI.DATASUS.CGIE";"472/2023";"Baixo";1;20/09/2024;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"UN";12.000.000,0000;1,00000;12.000.000,0000
"90128/2023";Aprovada;;"SERVIÇOS -MATERIAL - DATASUS - solução de infraestrutura de ativos de rede sem fio";CONTRATACOES_TIC;250110;28/02/2024;29/08/2024;183;"SEIDIGI.DATASUS.CGIE";"409/2023";"Baixo";1;30/08/2024;Material;7050;EQUIPAMENTOS DE REDE DE TIC - LOCAL E REMOTA;"5522";"SWITCH";393275;"CARACTERÍSTICAS ADICIONAIS: ESPECIFICAÇÃO DE REFERÊNCIA-CONTROLADOR REDE S/FIO";"CJ";252.956,0000;8,00000;2.023.648,0000
"90128/2023";Aprovada;;"SERVIÇOS -MATERIAL - DATASUS - solução de infraestrutura de ativos de rede sem fio";CONTRATACOES_TIC;250110;28/02/2024;29/08/2024;183;"SEIDIGI.DATASUS.CGIE";"409/2023";"Baixo";2;30/08/2024;Material;7050;EQUIPAMENTOS DE REDE DE TIC - LOCAL E REMOTA;"15766";"EQUIPAMENTO WIRELESS";404260;"TAXA TRANSMISSÃO: 300, FREQUÊNCIA: 2.400 - 2.483,50, CARACTERÍSTICAS ADICIONAIS: 3 ANTENAS OMNI 3DBI,ACCESS POINT,REPETIDOR,BRIDGE, TIPO: REPETIDORA";"UN";5.029,0000;3.446,00000;17.329.934,0000
"90128/2023";Aprovada;;"SERVIÇOS -MATERIAL - DATASUS - solução de infraestrutura de ativos de rede sem fio";CONTRATACOES_TIC;250110;28/02/2024;29/08/2024;183;"SEIDIGI.DATASUS.CGIE";"409/2023";"Baixo";1;30/08/2024;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27464;"LICENCIAMENTO DE DIREITOS PERMANENTES  DE  USO  DE  SOFTWAREPARA SERVIDOR";"UN";72.554,0000;2,00000;145.108,0000
"90128/2023";Aprovada;;"SERVIÇOS -MATERIAL - DATASUS - solução de infraestrutura de ativos de rede sem fio";CONTRATACOES_TIC;250110;28/02/2024;29/08/2024;183;"SEIDIGI.DATASUS.CGIE";"409/2023";"Baixo";2;30/08/2024;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27464;"LICENCIAMENTO DE DIREITOS PERMANENTES  DE  USO  DE  SOFTWAREPARA SERVIDOR";"UN";702,0000;3.446,00000;2.419.092,0000
"90128/2023";Aprovada;;"SERVIÇOS -MATERIAL - DATASUS - solução de infraestrutura de ativos de rede sem fio";CONTRATACOES_TIC;250110;28/02/2024;29/08/2024;183;"SEIDIGI.DATASUS.CGIE";"409/2023";"Baixo";3;30/08/2024;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27464;"LICENCIAMENTO DE DIREITOS PERMANENTES  DE  USO  DE  SOFTWAREPARA SERVIDOR";"UN";2.450,0000;3.446,00000;8.442.700,0000
"90128/2023";Aprovada;;"SERVIÇOS -MATERIAL - DATASUS - solução de infraestrutura de ativos de rede sem fio";CONTRATACOES_TIC;250110;28/02/2024;29/08/2024;183;"SEIDIGI.DATASUS.CGIE";"409/2023";"Baixo";4;30/08/2024;Serviço;168;SERVIÇOS AUXILIARES DE TECNOLOGIA DA INFORMAÇÃO  E  COMUNICAÇÃO (TIC);"";"";27260;"SERVIÇOS AUXILIARES DE TECNOLOGIA INFORMAÇÃO E COMUNICAÇÃO";"UN";25.295,0000;8,00000;202.360,0000
"90128/2023";Aprovada;;"SERVIÇOS -MATERIAL - DATASUS - solução de infraestrutura de ativos de rede sem fio";CONTRATACOES_TIC;250110;28/02/2024;29/08/2024;183;"SEIDIGI.DATASUS.CGIE";"409/2023";"Baixo";5;30/08/2024;Serviço;168;SERVIÇOS AUXILIARES DE TECNOLOGIA DA INFORMAÇÃO  E  COMUNICAÇÃO (TIC);"";"";27260;"SERVIÇOS AUXILIARES DE TECNOLOGIA INFORMAÇÃO E COMUNICAÇÃO";"UN";754,3500;3.446,00000;2.599.490,1000
"90128/2023";Aprovada;;"SERVIÇOS -MATERIAL - DATASUS - solução de infraestrutura de ativos de rede sem fio";CONTRATACOES_TIC;250110;28/02/2024;29/08/2024;183;"SEIDIGI.DATASUS.CGIE";"409/2023";"Baixo";6;30/08/2024;Serviço;168;SERVIÇOS AUXILIARES DE TECNOLOGIA DA INFORMAÇÃO  E  COMUNICAÇÃO (TIC);"";"";27260;"SERVIÇOS AUXILIARES DE TECNOLOGIA INFORMAÇÃO E COMUNICAÇÃO";"UN";10.883,1000;2,00000;21.766,2000
"90128/2023";Aprovada;;"SERVIÇOS -MATERIAL - DATASUS - solução de infraestrutura de ativos de rede sem fio";CONTRATACOES_TIC;250110;28/02/2024;29/08/2024;183;"SEIDIGI.DATASUS.CGIE";"409/2023";"Baixo";7;30/08/2024;Serviço;168;SERVIÇOS AUXILIARES DE TECNOLOGIA DA INFORMAÇÃO  E  COMUNICAÇÃO (TIC);"";"";27260;"SERVIÇOS AUXILIARES DE TECNOLOGIA INFORMAÇÃO E COMUNICAÇÃO";"UN";250,0000;3.446,00000;861.500,0000
"90128/2023";Aprovada;;"SERVIÇOS -MATERIAL - DATASUS - solução de infraestrutura de ativos de rede sem fio";CONTRATACOES_TIC;250110;28/02/2024;29/08/2024;183;"SEIDIGI.DATASUS.CGIE";"409/2023";"Baixo";8;30/08/2024;Serviço;168;SERVIÇOS AUXILIARES DE TECNOLOGIA DA INFORMAÇÃO  E  COMUNICAÇÃO (TIC);"";"";27260;"SERVIÇOS AUXILIARES DE TECNOLOGIA INFORMAÇÃO E COMUNICAÇÃO";"";75.400,0000;2,00000;150.800,0000
"90128/2023";Aprovada;;"SERVIÇOS -MATERIAL - DATASUS - solução de infraestrutura de ativos de rede sem fio";CONTRATACOES_TIC;250110;28/02/2024;29/08/2024;183;"SEIDIGI.DATASUS.CGIE";"409/2023";"Baixo";9;30/08/2024;Serviço;168;SERVIÇOS AUXILIARES DE TECNOLOGIA DA INFORMAÇÃO  E  COMUNICAÇÃO (TIC);"";"";27260;"SERVIÇOS AUXILIARES DE TECNOLOGIA INFORMAÇÃO E COMUNICAÇÃO";"UN";1.790,0000;3.446,00000;6.168.340,0000
"90138/2023";Aprovada;;"SERVIÇO - DATASUS - Projeto de Segurança e privacidade de Dados.";SERVICOS;250110;02/07/2024;30/12/2024;181;"SEIDIGI.DATASUS.CGIE";"515/2023";"Baixo";1;30/12/2024;Serviço;172;SERVIÇOS DE PESQUISA,ANÁLISE E DESENVOLVIMENTO EM TECNOLOGIADA INFORMAÇÃO E COMUNICAÇÃO (TIC);"";"";27324;"SERVIÇOS DE PESQUISA, ANÁLISE E DESENVOLVIMENTO EM TECNOLOGIA INFORMAÇÃO E COMUNICAÇÃO (TIC)";"UN";666.666,0000;12,00000;7.999.992,0000
"90136/2023";Aprovada;Edição;"SERVIÇO - DATASUS - serviço de integração com o sistema SIAFI denominado INTEGRA SIAFI";SERVICOS;250110;04/04/2024;01/10/2024;180;"SEIDIGI.DATASUS.CGSIO";"510/2023";"Médio";1;01/10/2024;Serviço;164;SERVIÇOS DE INTEGRAÇÃO DE SISTEMAS EM TECNOLOGIA DA INFORMA-ÇÃO E COMUNICAÇÃO (TIC);"";"";27081;"SERVIÇOS DE INTEGRAÇÃO DE  SISTEMAS EM TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO (TIC)";"UN";0,6500;243.000,00000;157.950,0000
"90335/2024";Aprovada;Preparação;"SESAI/DAPSI - AQUISIÇÃO DE TANQUE DE COMBISTÍVEL ";BENS;250110;16/01/2024;29/05/2024;134;"SESAI.DAPSI";"12/2024";"Médio";1;31/05/2024;Material;8145;RECIPIENTES ESPECIALIZADOS PARA TRANSPORTE E ARMAZENAGEM;"13639";"TANQUE";416438;"ACESSÓRIOS: TAMPA SOBREPOSTA, CAPACIDADE MÍNIMA: 5.000, MATERIAL: POLIETILENO";"UN";40.000,0000;10,00000;400.000,0000
"90105/2023";Aprovada;;"SERVIÇO - CGENG - TROCA DOS CABOS";SERVICOS;250110;29/12/2023;28/06/2024;182;"SAA.CGENG";"492/2023";"Médio";1;28/06/2024;Serviço;545;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;"";"";1627;"MANUTENÇÃO / REFORMA PREDIAL";"UN";9.000.000,0000;1,00000;9.000.000,0000
"90102/2023";Aprovada;;"SERVIÇO DE ENGENHARIA - CGENG - CUSTOMIZAÇÃO DE SOFTWARE";SERVICOS;250110;01/03/2024;30/08/2024;182;"SAA.CGENG";"490/2023";"Baixo";1;30/08/2024;Serviço;161;SERVIÇOS ESPECIALIZADOS DE INSTALAÇÃO, TRANSIÇÃO, CONFIGURA-ÇÃO / CUSTOMIZAÇÃO DE SOFTWARE;"";"";26972;"SERVIÇOS DE INSTALAÇÃO, TRANSIÇÃO E CONFIGURAÇÃO / PARAMETRIZAÇÃO DE SOFTWARE";"";1.550,0000;176,00000;272.800,0000
"90101/2023";Aprovada;;"BENS ? CGENG ? FORNECIMENTO E INSTALAÇÃO DE CATRATAS";BENS;250110;03/05/2024;30/10/2024;180;"SAA.CGENG";"489/2023";"Baixo";1;30/08/2024;Material;6350;SISTEMAS DIVERSOS DE SINALIZAÇÃO, ALARME E DETECÇÃO PARA  SEGURANÇA;"6655";"CONJUNTO CONTROLE ACESSO ÁREA RESTRITA";600326;"COMPONENTES: CATRACA BIDIRECIONAL COM LEITOR DE CARTÃO, COFRE C, APLICAÇÃO: SISTEMA DE SEGURANÇA E CONTROLE DE ACESSO, CARACTERÍSTICAS ADICIONAIS: SISTEMA ELETRO-MAGNÉTICO, MATERIAL: AÇO INOX, TIPO CATRACA: ROTATIVA, QUANTIDADE BRAÇOS: 3";"UN";13.500,0000;8,00000;108.000,0000
"90101/2023";Aprovada;;"BENS ? CGENG ? FORNECIMENTO E INSTALAÇÃO DE CATRATAS";BENS;250110;03/05/2024;30/10/2024;180;"SAA.CGENG";"489/2023";"Baixo";2;30/08/2024;Material;6350;SISTEMAS DIVERSOS DE SINALIZAÇÃO, ALARME E DETECÇÃO PARA  SEGURANÇA;"6655";"CONJUNTO CONTROLE ACESSO ÁREA RESTRITA";600324;"COMPONENTES: UMA CATRACA BIDIRECIONAL COM LEITOR DE CARTÃO, APLICAÇÃO: SISTEMA DE SEGURANÇA E CONTROLE DE ACESSO, CARACTERÍSTICAS ADICIONAIS: SISTEMA ELETRO-MAGNÉTICO, MATERIAL: AÇO INOX, QUANTIDADE BRAÇOS: 1, ABERTURA BRAÇOS: 90 GRAUS";"UN";14.500,0000;3,00000;43.500,0000
"90100/2023";Aprovada;;"SERVIÇO DE ENGENHARIA - CGENG - ILUMINAÇÃO DA FACHADA FRONTAL";OBRAS_SERV_ESP_ENGENHARIA;250110;02/05/2024;31/10/2024;182;"SAA.CGENG";"486/2023";"Baixo";1;31/10/2024;Material;6210;APARELHOS DE ILUMINAÇÃO ELÉTRICA DE USO INTERNO E EXTERNO;"15806";"REFLETOR";473078;"MATERIAL CORPO: ALUMÍNIO, MATERIAL REFLETOR: ALUMÍNIO, QUANTIDADE LÂMPADAS: 4, TIPO: FLOOD LIGHT, APLICAÇÃO: SISTEMA DE ILUMINAÇÃO, TIPO LÂMPADA: LED, POTÊNCIA LÂMPADA: 200, TENSÃO ALIMENTAÇÃO: BIVOLT, GRAU PROTEÇÃO: IP-67";"UN";70.000,0000;16,00000;1.120.000,0000
"90100/2023";Aprovada;;"SERVIÇO DE ENGENHARIA - CGENG - ILUMINAÇÃO DA FACHADA FRONTAL";OBRAS_SERV_ESP_ENGENHARIA;250110;02/05/2024;31/10/2024;182;"SAA.CGENG";"486/2023";"Baixo";1;31/10/2024;Serviço;546;SERVIÇOS DE INSTALAÇÃO;"";"";1538;"INSTALAÇÕES PREDIAIS ELÉTRICAS";"UN";10.000,0000;10,00000;100.000,0000
"90329/2023";Aprovada;;"SERVIÇO - COGEP.CODEP - ação de desenvolvimento relacionada à Entomologia e Malacologia de Parasitos";SERVICOS;250110;03/07/2024;30/12/2024;180;"SAA.COGEP.CODEP";"537/2023";"Baixo";1;31/12/2024;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"UN";2.500,0000;1,00000;2.500,0000
"90054/2023";Aprovada;Preparação;" BENS - CGMAP.COMAP- diversos eletroeletrônicos ";BENS;250110;03/11/2023;01/05/2024;180;"SAA.CGINFRA.COMAP";"241/2023";"Baixo";1;01/05/2024;Material;7730;FONÓGRAFOS, RÁDIOS E TELEVISORES DE TIPO DOMÉSTICO;"12609";"TELEVISOR";480490;"TAMANHO TELA: 50, VOLTAGEM: 220, CARACTERÍSTICAS ADICIONAIS: 4K, 2 HDMI, 2 USB, BLUETOOTH, TIPO TELA: CRISTAL LÍQUIDO, ACESSÓRIOS: CONTROLE REMOTO";"UN";2.500,0000;100,00000;250.000,0000
"90054/2023";Aprovada;Preparação;" BENS - CGMAP.COMAP- diversos eletroeletrônicos ";BENS;250110;03/11/2023;01/05/2024;180;"SAA.CGINFRA.COMAP";"241/2023";"Baixo";2;01/05/2024;Material;7490;MÁQUINAS DIVERSAS PARA ESCRITÓRIO;"292";"FRAGMENTADORA PAPEL";486823;"MATERIAL: METAL/PLÁSTICO, CAPACIDADE FRAGMENTAÇÃO: 15, TENSÃO MOTOR: BIVOLT, ABERTURA: 230, CAPACIDADE LIXEIRA: 25, POTÊNCIA: 370, TIPO: AUTOMÁTICA, CARACTERÍSTICAS ADICIONAIS: PAPEIS, GRAMPOS, CARTÃO, CD, NÍVEL RUÍDO: 65";"UN";1.300,0000;100,00000;130.000,0000
"90054/2023";Aprovada;Preparação;" BENS - CGMAP.COMAP- diversos eletroeletrônicos ";BENS;250110;03/11/2023;01/05/2024;180;"SAA.CGINFRA.COMAP";"241/2023";"Baixo";3;01/05/2024;Material;4130;COMPONENTES DE EQUIPAMENTOS PARA REFRIGERAÇÃO E AR  CONDICIONADO;"13144";"UMIDIFICADOR E PURIFICADOR AMBIENTE";264572;"CAPACIDADE: 4, MATERIAL: ACRÍLICO, VOLTAGEM: 110/220, CARACTERÍSTICAS ADICIONAIS: REGULAMENTO DE INTENSIDADE, DIREÇÃO NÉVOA, DESLIGA, TIPO: ULTRASÔNICO";"UN";200,0000;500,00000;100.000,0000
"90054/2023";Aprovada;Preparação;" BENS - CGMAP.COMAP- diversos eletroeletrônicos ";BENS;250110;03/11/2023;01/05/2024;180;"SAA.CGINFRA.COMAP";"241/2023";"Baixo";4;01/05/2024;Material;4130;COMPONENTES DE EQUIPAMENTOS PARA REFRIGERAÇÃO E AR  CONDICIONADO;"18545";"CLIMATIZADOR";449884;"TIPO: EVAPORATIVO, TENSÃO ALIMENTAÇÃO: 220, POTÊNCIA: 2.000, TIPO MOTOR: MONOFÁSICO, CARACTERÍSTICAS ADICIONAIS: FUNÇÕES DE CIRCULADOR E UMIDIFICADOR, VAZÃO AR: 230, CAPACIDADE ÁGUA: 3,8";"UN";1.400,0000;300,00000;420.000,0000
"90054/2023";Aprovada;Preparação;" BENS - CGMAP.COMAP- diversos eletroeletrônicos ";BENS;250110;03/11/2023;01/05/2024;180;"SAA.CGINFRA.COMAP";"241/2023";"Baixo";5;01/05/2024;Material;4140;VENTILADORES, CIRCULADORES DE AR E VENTOINHAS;"710";"VENTILADOR";262383;"DIÂMETRO: 40, TIPO: COLUNA, CARACTERÍSTICAS ADICIONAIS: 3 VELOCIDADES E OSCILANTE, TENSÃO ALIMENTAÇÃO: 220, POTÊNCIA MOTOR: 240";"UN";400,0000;150,00000;60.000,0000
"90054/2023";Aprovada;Preparação;" BENS - CGMAP.COMAP- diversos eletroeletrônicos ";BENS;250110;03/11/2023;01/05/2024;180;"SAA.CGINFRA.COMAP";"241/2023";"Baixo";6;01/05/2024;Material;4140;VENTILADORES, CIRCULADORES DE AR E VENTOINHAS;"710";"VENTILADOR";439836;"TIPO: MESA, TENSÃO ALIMENTAÇÃO: 220, MATERIAL: PLÁSTICO, DIÂMETRO: 40";"UN";250,0000;150,00000;37.500,0000
"90054/2023";Aprovada;Preparação;" BENS - CGMAP.COMAP- diversos eletroeletrônicos ";BENS;250110;03/11/2023;01/05/2024;180;"SAA.CGINFRA.COMAP";"241/2023";"Baixo";7;01/05/2024;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"784";"FRIGOBAR";486187;"CAPACIDADE: 100 A 130, TENSÃO ALIMENTAÇÃO: 220, COR: BRANCA, CARACTERÍSTICAS ADICIONAIS: SELO PROCEL, CONSUMO MÁXIMO: 15";"UN";1.800,0000;60,00000;108.000,0000
"90054/2023";Aprovada;Preparação;" BENS - CGMAP.COMAP- diversos eletroeletrônicos ";BENS;250110;03/11/2023;01/05/2024;180;"SAA.CGINFRA.COMAP";"241/2023";"Baixo";8;01/05/2024;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"270";"REFRIGERADOR ALIMENTOS";258164;"TENSÃO ALIMENTAÇÃO: 220, CARACTERÍSTICAS ADICIONAIS: ISOLAMENTO EM POLIURETANO, QUANTIDADE PORTAS: 4, COR: BRANCA, CAPACIDADE: 400, LARGURA: 1,20, ALTURA: 1,70";"UN";3.700,0000;50,00000;185.000,0000
"90054/2023";Aprovada;Preparação;" BENS - CGMAP.COMAP- diversos eletroeletrônicos ";BENS;250110;03/11/2023;01/05/2024;180;"SAA.CGINFRA.COMAP";"241/2023";"Baixo";9;01/05/2024;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"3492";"BEBEDOURO ÁGUA GARRAFÃO";234778;"MATERIAL: PLÁSTICO, TIPO: VERTICAL ELÉTRICO, ACABAMENTO EXTERNO: PINTADO, CAPACIDADE: 20, VOLTAGEM: 220, CAPACIDADE REFRIGERAÇÃO: 4 LITROS, COR: BRANCA";"UN";1.200,0000;60,00000;72.000,0000
"90054/2023";Aprovada;Preparação;" BENS - CGMAP.COMAP- diversos eletroeletrônicos ";BENS;250110;03/11/2023;01/05/2024;180;"SAA.CGINFRA.COMAP";"241/2023";"Baixo";10;01/05/2024;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;"1045";"FORNO MICROONDAS";354973;"CAPACIDADE: 30, VOLTAGEM: 220, CARACTERÍSTICAS ADICIONAIS: COM PRATO GIRATÓRIO, COR: BRANCA";"UN";800,0000;60,00000;48.000,0000
"90054/2023";Aprovada;Preparação;" BENS - CGMAP.COMAP- diversos eletroeletrônicos ";BENS;250110;03/11/2023;01/05/2024;180;"SAA.CGINFRA.COMAP";"241/2023";"Baixo";11;01/05/2024;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;"1026";"FORNO ELÉTRICO";605223;"APLICAÇÃO: DOMÉSTICA, VOLTAGEM: 220, CAPACIDADE: 50, CARACTERÍSTICAS ADICIONAIS: COM SELETOR DE TEMPERATURA, POTÊNCIA: 1.500";"UN";600,0000;10,00000;6.000,0000
"90054/2023";Aprovada;Preparação;" BENS - CGMAP.COMAP- diversos eletroeletrônicos ";BENS;250110;03/11/2023;01/05/2024;180;"SAA.CGINFRA.COMAP";"241/2023";"Baixo";12;01/05/2024;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;"1069";"CAFETEIRA ELÉTRICA";301713;"MATERIAL: AÇO INOXIDÁVEL, APLICAÇÃO: INDUSTRIAL, CAPACIDADE: 6, VOLTAGEM: 220, CARACTERÍSTICAS ADICIONAIS: 2 TORNEIRAS E 2 DEPÓSITOS";"UN";2.500,0000;5,00000;12.500,0000
"90054/2023";Aprovada;Preparação;" BENS - CGMAP.COMAP- diversos eletroeletrônicos ";BENS;250110;03/11/2023;01/05/2024;180;"SAA.CGINFRA.COMAP";"241/2023";"Baixo";13;01/05/2024;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;"13792";"FOGÃO SEMI-INDUSTRIAL";227404;"MATERIAL: AÇO INOXIDÁVEL, FUNCIONAMENTO: GÁS, TIPO ACENDIMENTO: MANUAL, COMPRIMENTO: 120, LARGURA: 80, ALTURA: 80, TIPO USO: COZINHA, QUANTIDADE BOCAS: 4, QUANTIDADE QUEIMADOR: 2 DUPLOS (1 GRANDE E 1 PEQUENO JUNTOS) E 2 SIMPLES, COR: CINZA";"UN";2.000,0000;2,00000;4.000,0000
"90054/2023";Aprovada;Preparação;" BENS - CGMAP.COMAP- diversos eletroeletrônicos ";BENS;250110;03/11/2023;01/05/2024;180;"SAA.CGINFRA.COMAP";"241/2023";"Baixo";14;01/05/2024;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"783";"FREEZER";449375;"TIPO: VERTICAL, CAPACIDADE: 508, TEMPERATURA OPERAÇÃO: -20°C A -40°C, TENSÃO ALIMENTAÇÃO: 220, CARACTERÍSTICAS ADICIONAIS: PORTA DUPLA. CAPACIDADE DE 10 PRATELEIRAS, FREQUÊNCIA: 60, QUANTIDADE PORTAS: 2";"UN";4.000,0000;2,00000;8.000,0000
"90299/2023";Aprovada;Encerrada;"SERVIÇO - COGEP.CODEP - ações de des. relacionadas a técnicas, recursos e estrat. para desen. de pes";SERVICOS;250110;03/07/2024;30/12/2024;180;"SAA.COGEP.CODEP";"567/2023";"Baixo";1;31/12/2024;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"UN";2.500,0000;50,00000;125.000,0000
"90052/2023";Aprovada;;"SERVIÇOS - GM.ASCOM";SERVICOS;250110;28/07/2023;25/01/2024;181;"GM.ASCOM";"105/2023";"Médio";1;25/01/2024;Serviço;836;SERVIÇOS DE PUBLICIDADE;"";"";;"";"";215.000.000,0000;1,00000;215.000.000,0000
"90119/2023";Aprovada;;"SERVIÇO ? CGENG - reforma da sede da SEMS-MG";SERVICOS;250110;31/05/2024;29/11/2024;182;"SAA.CGENG";"502/2023";"Médio";1;29/11/2024;Serviço;545;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;"";"";1627;"MANUTENÇÃO / REFORMA PREDIAL";"UN";35.000.000,0000;1,00000;35.000.000,0000
"90354/2023";Aprovada;;"Prestação de serviços de engenharia para execução de obra na CASAI - Boa Vista";OBRAS_SERV_ESP_ENGENHARIA;250110;26/12/2023;03/06/2024;160;"SESAI.DEAMB";"611/2023";"Alto";1;03/06/2024;Serviço;833;SERVIÇOS DE ENGENHARIA;"";"";22225;"SERVIÇO ENGENHARIA";"";54.538.518,8000;1,00000;54.538.518,8000
"90328/2023";Aprovada;;"SERVIÇO - COGEP.CODEP - ações de desenvolvimento relacionadas ao Tema Epidemiologia03/07/2024";SERVICOS;250110;03/07/2024;30/12/2024;180;"SAA.COGEP.CODEP";"538/2023";"Baixo";1;31/12/2024;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"UN";2.500,0000;36,00000;90.000,0000
